Airport_Code,Airport Name,City,State_Code,Latitude,Longitude,Elevation_FT,Tower Freq
MT77,PETERSON RANCH,HIGHWOOD,MT,47.608333,-110.905,3340,
MT78,CLARK FORK VALLEY HOSPITAL,PLAINS,MT,47.468333,-114.88833,2462,
MT79,SAND CREEK WILDLIFE STATION,ROY,MT,47.583333,-108.70833,2940,
MT80,VINE,WOLF POINT,MT,48.043333,-105.60833,2075,
MT81,BOZEMAN/GALLATIN FIELD,BELGRADE,MT,45.803333,-111.13833,4400,
MT82,LUCKINBILL AIRSTRIP,COOKE CITY,MT,44.838333,-109.62167,6600,
MT83,TEN MILE,HELENA,MT,46.571667,-112.18167,4294,
MT84,MOWER FIELD,KALISPELL,MT,48.22,-114.37667,4000,
MT85,REDFIELD AG STRIP,OPHEIM,MT,48.758333,-106.365,3100,
MT86,CRAZY MOUNTAIN RANCH,CLYDE PARK,MT,45.893333,-110.49,5360,
MT87,OGLESBY FARMS INC,PEERLESS,MT,48.666667,-105.93333,2850,
MT88,CAMPBELL RANCH,MARION,MT,48.005,-114.99833,3360,
MTC,SELFRIDGE ANGB,MOUNT CLEMENS,MI,42.601667,-82.836667,580,
MTF,METRO FLD,FAIRBANKS,AK,64.806667,-147.76167,432,122.9
MTH,MARATHON,MARATHON,FL,24.726667,-81.051667,7,122.8
MTJ,MONTROSE REGIONAL,MONTROSE,CO,38.5,-107.895,5759,122.8
MTM,METLAKATLA,METLAKATLA,AK,55.131667,-131.57833,0,122.9
MTN,MARTIN STATE,BALTIMORE,MD,39.325,-76.413333,22,121.3
MTO,COLES COUNTY MEMORIAL,MATTOON/CHARLESTON,IL,39.478333,-88.28,721,122.7
MTP,MONTAUK,MONTAUK,NY,41.076667,-71.92,20,122.7
MTV,BLUE RIDGE,MARTINSVILLE,VA,36.63,-80.018333,941,122.7
MTW,MANITOWOC COUNTY,MANITOWOC,WI,44.128333,-87.68,651,122.8
MU00,SAMUEL L. CLEMENS MEML,PARIS,MO,39.445,-91.951667,730,
MU02,C.E.F.,WARRENTON,MO,38.81,-91.103333,638,
MU03,LEO'S ANGUS RANCH,DAYTON,MO,38.48,-94.196667,900,
MU04,BROADWATER,MALDEN,MO,36.59,-89.92,280,
MU06,V.A. MEDICAL CENTER,ST LOUIS,MO,38.641667,-90.23,550,
MU08,LEE'S SUMMIT,LEE'S SUMMIT,MO,38.921667,-94.403333,1000,
MU09,HESTER,BURLINGTON JUNCTION,MO,40.466667,-95.021667,1000,
MU10,SOUTHEAST MO HOSPITAL,CAPE GIRARDEAU,MO,37.31,-89.54,450,
MU11,EAGLE'S LANDING,CLIMAX SPRINGS,MO,38.221667,-93.015,822,
MU15,MADISON MEMORIAL,FREDERICKTOWN,MO,37.555,-90.303333,875,
MU16,SPILLMAN FIELD,JAMESPORT,MO,40,-93.79,981,
MU17,BALCER AERO SOUTH,JEFFERSON CITY,MO,38.503333,-92.221667,600,
MU18,STARK,WARRENTON,MO,38.78,-91.146667,840,
MU20,ROBBINS,ODESSA,MO,38.945,-93.965,910,
MU21,MILLER FARM,BAY,MO,38.523333,-91.518333,630,
MU22,KY-3,SPRINGFIELD,MO,37.183333,-93.303333,1285,
MU24,SOMEDAY RANCH,CEDARCREEK,MO,36.571667,-93.036667,812,
MU25,PINEY BEND,HOUSTON,MO,37.438333,-91.95,950,
MU27,WOODFIELD AIRPARK INC,LOCKWOOD,MO,37.468333,-93.93,1050,
MU28,LOST UMLAUT FARM,MARTHASVILLE,MO,38.611667,-91.036667,500,
MU29,LUCY LEE HOSPITAL,POPLAR BLUFF,MO,36.79,-90.431667,350,
MU30,CLARION,ST LOUIS,MO,38.6,-90.275,498,
MU31,FOSTAIRE,ST LOUIS,MO,38.625,-90.183333,575,
MU33,HARRISON,HURDLAND,MO,40.076667,-92.32,860,
MU34,HAVEN WOOD,ROUND SPRING,MO,37.336667,-91.395,740,
MU35,TALLEN,ARKOE,MO,40.266667,-94.786667,1123,
MU36,EAGLE'S ROOST,BAGNEL,MO,38.185,-92.696667,729,
MU37,UNIVERSITY HOSPITALS & CLINICS,COLUMBIA,MO,38.936667,-92.328333,730,
MU38,COWGILL-ROEMER,MILAN,MO,40.178333,-93.131667,900,
MU39,VAN'S,SPRINGFIELD,MO,37.221667,-93.138333,1390,
MU40,LAKE VILLAGE,PARIS,MO,39.46,-92.01,750,
MU41,INGRAM PRIVATE,PURDY,MO,36.795,-93.898333,1485,
MU42,STRUTMAN FIELD,WENTZVILLE,MO,38.753333,-90.786667,620,
MU44,TEXAS COUNTY MEML HOSPITAL,HOUSTON,MO,39.315,-91.96,1220,
MU46,ST LOUIS CHILDREN'S HOSPITAL,ST LOUIS,MO,38.635,-90.256667,230,
MU47,NEMO COAL CO,CAIRO,MO,39.5,-92.516667,820,
MU48,SUNBURST RANCH,GAINESVILLE,MO,36.648333,-92.22,820,
MU49,RILEY BRANCUS RANCH,HUNTSVILLE,MO,39.553333,-92.566667,820,
MU50,RILEY HOUSE,MOBERLY,MO,39.413333,-92.461667,840,
MU51,CLARION,ST LOUIS,MO,38.623333,-90.186667,500,
MU52,CARDINAL GLENNON,ST LOUIS,MO,38.621667,-90.238333,128,
MU53,TWIN RIVERS REGIONAL MEDICAL CEN,KENNETT,MO,36.236667,-90.041667,262,
MU54,GENERAL JOHN J PERSHING MEML HOS,BROOKFIELD,MO,39.775,-93.066667,780,
MU55,BAUER PGI,APPLETON CITY,MO,38.136667,-94.173333,900,
MU57,L-Z BRAVO,CLARENCE,MO,39.636667,-92.166667,850,
MU58,VA MEDICAL CENTER,KANSAS CITY,MO,39.065,-94.525,941,
MU59,LESTER E. COX MEDICAL CENTER NOR,SPRINGFIELD,MO,37.225,-93.29,1325,
MU60,WESTERN MISSOURI MEDICAL CENTER,WARRENSBURG,MO,38.766667,-93.721667,850,
MU61,RESEARCH BELTON HOSPITAL,BELTON,MO,38.815,-94.501667,1070,
MU62,HILLTOP,DREXEL,MO,38.563333,-94.591667,1000,
MU64,STILL REGIONAL MEDICAL CENTER,JEFFERSON CITY,MO,38.555,-92.2,850,
MU66,WINFIELD MANOR,WINFIELD,MO,39.018333,-90.818333,732,
MU68,EU-WISH,HERMANN,MO,38.668333,-91.536667,920,
MU69,PETERMAN,COLLINS,MO,37.87,-93.626667,888,
MU70,SKYVIEW,OZARK,MO,36.995,-93.138333,1360,
MU71,VANDAHL,WESTON,MO,39.346667,-94.858333,1020,
MU84,MICHAEL FARM,LONE JACK,MO,38.9,-94.23,1050,
MU85,THOMAS,OAK GROVE,MO,38.955,-94.126667,890,
MU87,ST MARY'S HEALTH CENTER,JEFFERSON CITY,MO,38.583333,-92.151667,549,
MU89,WOODLAND AIRSTRIP,TROY,MO,38.911667,-91.035,625,
MU90,FALCON,LEES SUMMIT,MO,38.956667,-94.376667,971,
MU91,LOGH,OSAGE BEACH,MO,38.12,-92.683333,818,
MU92,BIG CEDAR LODGE,RIDGEDALE,MO,36.535,-93.276667,900,
MU93,BREECH MEDICAL CENTER,LEBANAN,MO,37.686667,-92.663333,1230,
MU94,GALMEY,GALMEY,MO,37.893333,-93.361667,968,
MU95,FIRST PRECINCT POLICE,BLACKJACK,MO,38.798333,-90.236667,560,
MU96,REFUELING PAD,COLUMBIA,MO,38.935,-92.326667,750,
MU97,PLATTE VALLEY,PLATTE CITY,MO,39.368333,-94.761667,920,
MU98,EAGLES NEST,GOLDEN,MO,36.518333,-93.683333,1000,
MU99,FABICK-COLMARILE,FENTON,MO,38.525,-90.453333,530,
MUE,WAIMEA-KOHALA,KAMUELA,HI,20.001667,-155.66833,2671,122.9
MUI,MUIR AAF,FORT INDIANTOWN GAP(ANVLE),PA,40.435,-76.57,480,
MUL,SPENCE,MOULTRIE,GA,31.138333,-83.703333,292,122.9
MUO,MOUNTAIN HOME AFB,MOUNTAIN HOME,ID,43.043333,-115.87333,2996,
MUT,MUSCATINE MUNI,MUSCATINE,IA,41.366667,-91.145,547,122.7
MUU,HUNTINGDON COUNTY,MOUNT UNION,PA,40.318333,-77.876667,560,122.9
MVC,MONROE COUNTY,MONROEVILLE,AL,31.458333,-87.351667,419,123
MVE,MONTEVIDEO-CHIPPEWA COUNTY,MONTEVIDEO,MN,44.968333,-95.71,1034,122.8
MVI,MONTE VISTA MUNI,MONTE VISTA,CO,37.528333,-106.04667,7608,122.8
MVL,MORRISVILLE-STOWE STATE,MORRISVILLE,VT,44.535,-72.613333,732,122.8
MVM,MACHIAS VALLEY,MACHIAS,ME,44.703333,-67.478333,107,122.8
MVN,MOUNT VERNON,MOUNT VERNON,IL,38.323333,-88.858333,480,123
MVY,MARTHAS VINEYARD,VINEYARD HAVEN,MA,41.393333,-70.615,68,121.4
MWA,WILLIAMSON COUNTY REGIONAL,MARION,IL,37.753333,-89.011667,472,126.9
MWC,LAWRENCE J TIMMERMAN,MILWAUKEE,WI,43.111667,-88.035,745,120.5
MWH,GRANT COUNTY,MOSES LAKE,WA,47.208333,-119.32,1185,118.1
MWK,MOUNT AIRY/SURRY COUNTY,MOUNT AIRY,NC,36.458333,-80.551667,1241,123
MWL,MINERAL WELLS,MINERAL WELLS,TX,32.781667,-98.061667,972,123.05
MWM,WINDOM MUNI,WINDOM,MN,43.913333,-95.11,1410,122.9
MWO,HOOK FIELD MUNI,MIDDLETOWN,OH,39.531667,-84.396667,651,123
MXA,MANILA MUNI,MANILA,AR,35.895,-90.155,242,122.8
MXF,MAXWELL AFB,MONTGOMERY,AL,32.38,-86.361667,168,
MXO,MONTICELLO MUNI,MONTICELLO,IA,42.226667,-91.166667,846,122.8
MXY,MC CARTHY,MC CARTHY,AK,61.428333,-142.92667,1494,122.9
MY00,SIEG'S FARM,TRUMAN,MN,43.893333,-94.493333,1060,
MY01,ROAN,WARREN,MN,48.145,-96.753333,860,
MY03,BRAUN'S,SLEEPY EYE,MN,44.281667,-94.64,1009,
MY04,KOCH'S PERSONAL FIELD,TAUNTON,MN,44.66,-96.036667,1130,
MY06,RAMERTH,FULDA,MN,43.831667,-95.555,1500,
MY07,NORD FIELD,WOLVERTON,MN,46.583333,-96.606667,948,
MY08,OFFUTT FARM,GLYNDON,MN,46.881667,-96.576667,922,
MY09,K AND K AIRSTRIP,NELSON,MN,45.9,-95.258333,1370,
MY10,DETERS FARMS,SPRING GROVE,MN,43.561667,-91.681667,1220,
MY11,GILGENBACH'S,TAOPI,MN,43.521667,-92.658333,1320,
MY12,DYKSTRA ACREAGE,TROSKY,MN,43.88,-96.253333,1690,
MY15,KASTANEK,PIERZ,MN,45.955,-93.99,1320,
MY17,SWANSON PVT,GOODRIDGE,MN,48.088333,-95.775,1170,
MY18,LINO AIR PARK,LINO LAKES,MN,45.186667,-93.13,907,
MY19,SCHWENK,MURDOCK,MN,45.17,-95.393333,1082,
MY20,PRUDENTIAL HELISTOP,PLYMOUTH,MN,45.063333,-93.448333,956,
MY21,KOLLAR'S SHOREVIEW MARINE,SHOREVIEW,MN,45.033333,-93.125,886,
MY22,HAZELGLADE RESORT,WAHKON,MN,46.141667,-93.521667,1250,
MY23,ANDINGS LANDING,CHANHASSEN,MN,44.88,-93.608333,942,
MY24,FALK PRIVATE,PARK RAPIDS,MN,46.861667,-95.051667,1443,
MY25,KNAPP PERSONAL USE,FOXHOME,MN,46.28,-96.331667,1018,
MY27,PRAIRIE ISLAND-SCHALLER,RED WING,MN,44.661667,-92.71,719,
MY30,COMPRESSOR STATION 2207,ADA,MN,47.24,-96.525,901,
MY31,SHAUGHNESSY,BOVEY,MN,47.418333,-93.383333,1300,
MY32,ROSACKER'S NR 2,DEERWOOD,MN,46.365,-93.86,1261,
MY33,ROSACKER'S NR 1,NEW BRIGHTON,MN,45.076667,-93.205,865,
MY34,VALINE'S LANDING,PRIOR LAKE,MN,44.74,-93.395,898,
MY36,FUDPUCKER INTL,EXCELSIOR,MN,44.908333,-93.583333,930,
MY37,THOMAS FIELD,EYOTA,MN,43.98,-92.243333,1285,
MY38,IRONS POINT,TOWER,MN,47.843333,-92.35,1358,
MY42,MATHIS,GONVICK,MN,47.863333,-95.526667,1170,
MY43,BECKER PERSONAL,ST FRANCIS,MN,45.403333,-93.39,920,
MY46,MERTESDORF,NICOLLET,MN,44.278333,-94.211667,1005,
MY47,GUGGENBERGER,SARTELL,MN,45.605,-94.21,1050,
MY48,LAKE FREMONT,ZIMMERMAN,MN,45.456667,-93.578333,974,
MY49,ANDERSON,BEAR RIVER,MN,47.786667,-93.06,1310,
MY50,FRONTENAC,FRONTENAC,MN,44.503333,-92.361667,793,
MY51,THE LAST RESORT,SHEVLIN,MN,47.566667,-95.313333,1490,
MY52,TURKEY TRACK,COATES,MN,44.718333,-93.043333,923,
MY54,CLOVERLEAF-EAST BEMIDJI,BEMIDJI,MN,47.438333,-94.811667,1445,
MY55,B.I.R.,BRAINERD,MN,46.42,-94.275,1210,
MY56,ROBERTSON FIELD,HIBBING,MN,47.251667,-92.86,1290,
MY57,FEDOR,HOLDINGFORD,MN,45.763333,-94.458333,1175,
MY58,HOME-BASE,HOLLOWAY,MN,45.238333,-95.925,1020,
MY59,GASPER,EUCLID,MN,47.901667,-96.611667,910,
MY60,HAGEN,RICHVILLE,MN,46.503333,-95.62,1370,
MY61,MUSIC MAN,DULUTH,MN,46.808333,-92.153333,1350,
MY62,ULTRAFLYTE INC,JENKINS,MN,46.665,-94.343333,1270,
MY63,ST MARY'S HOSPITAL,ROCHESTER,MN,44.02,-92.433333,1166,
MY64,SCHJELDRUP,FELTON,MN,47.031667,-96.601667,903,
MY65,UNIVERSITY OF MN HOSPITALS & CLI,MINNEAPOLIS,MN,44.971667,-93.235,890,
MY66,NORTH STAR RANCH,ONAMIA,MN,46.07,-93.846667,1330,
MY68,JOHNSONS AERO REPAIR,WHEATON,MN,45.776667,-96.391667,1028,
MY71,THOMPSON,GEORGETOWN,MN,47.126667,-96.78,880,
MY72,ISLE PRIVATE,ISLE,MN,46.16,-93.461667,1271,
MY73,LAKE PULASKI,BUFFALO,MN,45.198333,-93.845,958,
MY74,BROWN'S BASE SOUTH/RESHANAU LAKE,LINO LAKES,MN,45.156667,-93.091667,885,
MY75,CURRY,LAKEVILLE,MN,44.615,-93.245,985,
MY77,NORTH MEMORIAL,ROBBINSDALE,MN,45.013333,-93.323333,930,
MY78,SUNRISE,STACY,MN,45.428333,-92.986667,910,
MY79,UNITED/CHILDREN'S HOSPITAL,ST PAUL,MN,44.941667,-93.11,785,
MY80,ROSENBERG,CEYLON,MN,43.521667,-94.581667,1255,
MY81,BRYANT LAKE,EDEN PRAIRE,MN,44.885,-93.436667,852,
MY82,DU FRESNE,FOREST LAKE,MN,45.213333,-93.075,900,
MY83,SAFE AIR,LONGVILLE,MN,46.986667,-94.125,1306,
MY84,SIOUX VALLEY HOSPITAL,NEW ULM,MN,44.313333,-94.475,879,
MY85,ADVANCE MACHINE COMPANY,PLYMOUTH,MN,45.001667,-93.47,973,
MY86,JOHNSON,ROCKFORD,MN,45.15,-93.74,970,
MY87,ST CLOUD HOSPITAL,ST CLOUD,MN,45.545,-94.056667,1024,
MY88,CARY,PARK RAPIDS,MN,46.856667,-94.983333,1413,
MY89,PAVEK PERSONAL,PINE CITY,MN,45.908333,-92.905,980,
MY90,SCOTTS DUE NORTH,NORTH BRANCH,MN,45.481667,-92.988333,915,
MY91,DOUGLAS COUNTY HOSPITAL,ALEXANDRIA,MN,45.873333,-95.376667,1418,
MY92,GROHNKE FIELD,BRAHAM,MN,45.728333,-93.288333,960,
MY93,CAMPBELL LAKE,HUTCHINSON,MN,44.903333,-94.401667,1040,
MYF,MONTGOMERY FIELD,SAN DIEGO,CA,32.816667,-117.14,423,119.2
MYK,MAY CREEK,MAY CREEK,AK,61.335,-142.68667,1650,122.9
MYL,MC CALL,MC CALL,ID,44.888333,-116.10167,5020,122.8
MYR,MYRTLE BEACH AFB,MYRTLE BEACH,SC,33.68,-78.928333,26,
MYU,MEKORYUK,MEKORYUK,AK,60.371667,-166.27,48,122.9
MYV,YUBA COUNTY,MARYSVILLE,CA,39.098333,-121.57,62,119.3
MYZ,MARYSVILLE MUNI,MARYSVILLE,KS,39.855,-96.63,1283,122.8
MZH,MOOSE LAKE CARLTON COUNTY,MOOSE LAKE,MN,46.42,-92.81,1076,122.9
MZJ,PINAL AIRPARK,MARANA,AZ,32.51,-111.32833,1891,123.05
MZZ,MARION MUNI,MARION,IN,40.49,-85.678333,859,122.7
N00,OSWEGO COUNTY,FULTON,NY,43.35,-76.388333,475,123
N01,NEW LONDON,NEW LONDON,PA,39.781667,-75.88,515,122.9
N02,KEYSTONE,EXTON,PA,40.023333,-75.586667,575,122.9
N03,CORTLAND COUNTY-CHASE FIELD,CORTLAND,NY,42.593333,-76.215,1198,122.8
N04,GRISWOLD,MADISON,CT,41.271667,-72.55,15,122.8
N05,HACKETTSTOWN,HACKETTSTOWN,NJ,40.82,-74.855,670,122.9
N06,LAUREL,LAUREL,DE,38.541667,-75.593333,30,122.8
N07,LINCOLN PARK,LINCOLN PARK,NJ,40.948333,-74.315,182,122.8
N09,NORTHFIELD,THOMASTON,CT,41.723333,-73.115,903,122.9
N10,PERKIOMEN VALLEY,COLLEGEVILLE,PA,40.203333,-75.43,277,122.8
N12,LAKEWOOD,LAKEWOOD,NJ,40.066667,-74.178333,32,122.8
N13,BLOOMSBURG MUNI,BLOOMSBURG,PA,40.998333,-76.436667,481,122.8
N14,FLYING W,LUMBERTON,NJ,39.933333,-74.806667,50,122.8
N15,MINNKOTA PRIVATE,CENTER,ND,47.081667,-101.26667,2110,
N16,CENTRE AIRPARK,CENTRE HALL,PA,40.811667,-77.656667,1307,122.9
N17,TRI-CITIES,ENDICOTT,NY,42.078333,-76.096667,833,122.8
N18,TINAK,ARNO ATOLL,RM,7.133333,170.0833,4,122.9
N19,PORT JERVIS FIRE DEPARTMENT,PORT JERVIS,NY,41.376667,-74.676667,420,
N20,INE,ARNO ATOLL,RM,7.016667,170.5167,4,122.9
N22,PENN YAN,PENN YAN,NY,42.643333,-77.056667,903,123
N23,SIDNEY MUNI,SIDNEY,NY,42.303333,-75.416667,1027,122.8
N24,QUESTA MUNI NR 2,QUESTA,NM,36.796667,-105.595,7700,122.9
N25,BOB SHANNON MEMORIAL FIELD,DOWNINGTOWN,PA,39.981667,-75.741667,575,122.8
N26,STEEPLECHASE PIER,ATLANTIC CITY,NJ,39.356667,-74.42,17,
N27,TOWANDA,TOWANDA,PA,41.745,-76.443333,725,122.8
N29,MAGDALENA,MAGDALENA,NM,34.095,-107.29833,6727,122.9
N30,CHERRY RIDGE,HONESDALE,PA,41.515,-75.251667,1357,122.8
N31,KUTZTOWN AVIATION SERVICE INC.,KUTZTOWN,PA,40.503333,-75.786667,512,122.8
N32,BLUE SWAN,SAYRE,PA,41.986667,-76.565,830,122.8
N33,ARDC/PICATINNY ARSENAL,DOVER,NJ,40.958333,-74.528333,875,
N34,ORCHARD PARK,ORCHARD PARK,NY,42.795,-78.74,789,122.7
N35,PUNXSUTAWNEY MUNI,PUNXSUTAWNEY,PA,40.966667,-78.93,1439,123
N36,WOTJE,WOTJE ATOLL,RM,9.466667,169.7667,4,122.9
N37,MONTICELLO,MONTICELLO,NY,41.623333,-74.701667,1545,122.8
N38,GRAND CANYON STATE,WELLSBORO,PA,41.728333,-77.395,1899,122.8
N39,WIDE SKY AIRPARK,BRIDGETON,NJ,39.446667,-75.313333,100,
N40,SKY MANOR,PITTSTOWN,NJ,40.566667,-74.978333,560,122.8
N41,WATERBURY,WATERBURY,CT,41.633333,-73.046667,850,122.9
N42,SHIPPENSBURG,SHIPPENSBURG,PA,40.058333,-77.461667,760,122.9
N43,EASTON,EASTON,PA,40.741667,-75.243333,399,123
N44,ROBERT J. MILLER AIR PARK,TOMS RIVER,NJ,39.926667,-74.291667,82,122.7
N45,BOEING HELICOPTERS CENTER 3 NORT,RIDLEY PARK,PA,39.865,-75.32,11,
N47,POTTSTOWN MUNI,POTTSTOWN,PA,40.26,-75.671667,256,122.8
N48,HORSHAM VALLEY AIRWAYS INC,HORSHAM,PA,40.201667,-75.178333,250,123.075
N49,CHIM COMMERCIAL,MINERSVILLE,PA,40.708333,-76.241667,960,122.9
N50,LI CALZI,BRIDGETON,NJ,39.408333,-75.236667,42,122.9
N51,SOLBERG-HUNTERDON,READINGTON,NJ,40.581667,-74.735,195,122.8
N52,SOMERSET,SOMERVILLE,NJ,40.626667,-74.67,105,123
N53,STROUDSBURG-POCONO,EAST STROUDSBURG,PA,41.036667,-75.16,480,123
N54,BUEHL FIELD,LANGHORNE,PA,40.19,-74.898333,163,122.7
N55,JALUIT,JABOR JALUIT ATOLL,RM,5.906667,168.3583,4,122.9
N57,NEW GARDEN,TOUGHKENAMON,PA,39.83,-75.77,436,122.8
N58,TIGER FLD,FERNLEY,NV,39.558333,-119.24,4346,122.9
N59,ROSASCHI AIR PARK,SMITH,NV,38.84,-119.33833,4809,122.9
N62,NEW HANOVER,NEW HANOVER,PA,40.3,-75.59,280,122.9
N63,SUSSEX,SUSSEX,NJ,41.2,-74.623333,421,122.7
N64,LE GRAND,YADKINVILLE,NC,36.103333,-80.513333,710,122.9
N65,KNOX,QUAKER STREET,NY,42.73,-74.163333,1130,122.9
N66,ONEONTA MUNI,ONEONTA,NY,42.523333,-75.065,1764,122.8
N67,WINGS FIELD,PHILADELPHIA,PA,40.136667,-75.266667,302,123
N68,CHAMBERSBURG MUNI,CHAMBERSBURG,PA,39.973333,-77.643333,697,122.8
N69,STORMVILLE,STORMVILLE,NY,41.576667,-73.731667,358,122.8
N70,PENNRIDGE,PERKASIE,PA,40.39,-75.29,568,123
N71,DONEGAL SPRINGS AIRPARK,MOUNT JOY/MARIETTA,PA,40.091667,-76.575,458,122.8
N72,WARWICK MUNI,WARWICK,NY,41.288333,-74.286667,540,123
N73,RED LION,VINCENTOWN,NJ,39.905,-74.75,54,122.8
N74,PENNS CAVE,CENTRE HALL,PA,40.89,-77.601667,1260,122.8
N75,TWIN PINE,PENNINGTON,NJ,40.308333,-74.758333,230,122.9
N76,MILLARD,ANNVILLE,PA,40.316667,-76.535,485,123
N77,MAHOPAC,MAHOPAC,NY,41.381667,-73.765,700,
N79,NORTHUMBERLAND COUNTY,SHAMOKIN,PA,40.836667,-76.551667,881,122.8
N80,OCEAN CITY MUNI,OCEAN CITY,MD,38.31,-75.123333,12,122.8
N81,HAMMONTON MUNI,HAMMONTON,NJ,39.668333,-74.756667,69,122.7
N82,WURTSBORO-SULLIVAN COUNTY,WURTSBORO,NY,41.596667,-74.458333,560,122.8
N83,NOLTE FARMS,MURRAY,NE,40.931667,-96,1245,122.9
N85,ALEXANDRIA,PITTSTOWN,NJ,40.588333,-75.02,480,122.8
N87,TRENTON-ROBBINSVILLE,ROBBINSVILLE,NJ,40.213333,-74.601667,119,123
N88,DOYLESTOWN,DOYLESTOWN,PA,40.333333,-75.121667,394,122.8
N89,L.H.J.,ELLENVILLE,NY,41.728333,-74.376667,292,122.8
N92,SUMMIT AIRPARK,MIDDLETOWN,DE,39.52,-75.72,71,122.7
N93,NEW GOLOVIN,GOLOVIN,AK,64.551667,-163.01167,77,122.9
N94,CARLISLE,CARLISLE,PA,40.188333,-77.175,510,122.8
N95,CARLISLE BARRACKS AHP,CARLISLE,PA,40.2,-77.166667,475,
N96,BELLEFONTE,BELLEFONTE,PA,40.886667,-77.815,1080,122.8
N97,CLEARFIELD-LAWRENCE,CLEARFIELD,PA,41.048333,-78.413333,1516,122.8
N99,BRANDYWINE,WEST CHESTER,PA,39.99,-75.581667,465,123
NA01,JENSON,REYNOLDS,ND,47.668333,-97.005,867,
NA02,SAURE,REYNOLDS,ND,47.705,-97.055,870,
NA03,BOLL BROTHERS AIRSTRIP,RUSSELL,ND,48.673333,-100.85833,1453,
NA04,DEUTSCHER AIRSTRIP,SCRANTON,ND,46.188333,-103.01167,2880,
NA05,KRAIG FARMS,SHELDON,ND,46.611667,-97.435,1060,
NA06,BOURET RANCH,SHEYENNE,ND,47.863333,-98.973333,1505,
NA07,KORNKVEN AIRSTRIP,SOURIS,ND,48.886667,-100.695,1505,
NA08,STEPHENS AIRSTRIP,STANTON,ND,47.3,-101.39333,1750,
NA09,HOFSTAD,STARKWEATHER,ND,48.425,-98.8,1500,
NA10,ANDERSON PRIVATE,STARKWEATHER,ND,48.38,-99.033333,1460,
NA11,VAAGEN RANCH,TAYLOR,ND,47.09,-102.455,2150,
NA12,JOHNSON PRIVATE,TURTLE LAKE,ND,47.431667,-100.84167,1920,
NA13,LINRUD AIRSTRIP,VELVA,ND,48.121667,-100.93667,1605,
NA16,BOLSETH,WEBSTER,ND,48.346667,-98.761667,1500,
NA17,JACOB GUST,WEST FARGO,ND,46.943333,-96.928333,895,
NA18,HOUGHT AIRSTRIP,WILLISTON,ND,48.413333,-103.835,2400,
NA19,BUD ALBRIGHTS AIRSTRIP,WILLOW CITY,ND,48.648333,-100.28167,1475,
NA20,HUDSON'S STRIP,WYNDMERE,ND,46.248333,-97.256667,1080,
NA21,THOMPSON PRIVATE,WYNDMERE,ND,46.228333,-97.236667,1075,
NA22,VERNON MILLER PVT,RHAME,ND,46.013333,-103.79667,3102,
NA24,DECKERT AIRSTRIP,ARENA,ND,47.085,-100.16833,1900,
NA25,HOLEN AERIAL SPRAY AIRSTRIP,BANTRY,ND,48.498333,-100.65333,1460,
NA27,POLSFUT AIRSTRIP,BENEDICT,ND,47.91,-101.145,2100,
NA28,KEISER FARM'S AIRSTRIP,BERTHOLD,ND,48.31,-101.72167,2070,
NA29,G. MELBY AIRSTRIP,BOWBELLS,ND,48.876667,-102.27833,1935,
NA30,BEHRENS AIRSTRIP,BURLINGTON,ND,48.271667,-101.39667,1740,
NA31,JONES FARM AIRSTRIP,DOUGLAS,ND,47.903333,-101.395,2120,
NA32,JOHNSON AIRSTRIP,ELDRIDGE,ND,46.898333,-98.858333,1548,
NA33,RIPPLINGER STRIP,ESMOND,ND,48.001667,-99.926667,1600,
NA34,BICKERDIKE AIRSTRIP,FAIRMOUNT,ND,45.945,-96.716667,1050,
NA36,FALK AIRSTRIP,FORT RANSOM,ND,46.5,-97.915,1350,
NA38,SABBE BROTHERS LANDING STRIP,MADDOCK,ND,47.95,-99.43,1572,
NA39,DORBRINSKI,MAKOTI,ND,47.898333,-101.855,2133,
NA42,DAY PVT. AIRFIELD,MOFFIT,ND,46.651667,-100.44167,1900,
NA43,D. RAU AIRSTRIP,NAPOLEON,ND,46.62,-99.566667,1970,
NA44,GEORGESON FARM STRIP,NEW ROCKFORD,ND,47.653333,-99.16,1535,
NA45,SANDSTROM AIRSTRIP,NEW TOWN,ND,47.865,-102.625,2100,
NA46,PRICE AIRSTRIP,PRICE,ND,47.101667,-100.95833,1715,
NA49,PAUL AIRSTRIP,RUGBY,ND,48.418333,-100.055,1530,
NA50,RAU PVT. STRIP,STREETER,ND,46.656667,-99.381667,1930,
NA51,ANDERSON AIRSTRIP,SUTTON,ND,47.403333,-98.483333,1485,
NA52,BOE FIELD,TURTLE LAKE,ND,47.606667,-100.92167,1870,
NA53,L. PFAU AIRSTRIP,UPHAM,ND,48.491667,-100.87667,1465,
NA54,MOSER AIRSTRIP,WESTFIELD,ND,45.955,-100.44167,1750,
NA55,HAGER STRIP,BARNEY,ND,46.266667,-97.016667,1037,
NA56,MOFFET AIRSTRIP,BARNEY,ND,46.301667,-96.991667,1028,
NA60,DAKOTA,GRANDIN,ND,47.235,-97.038333,903,
NA61,TACHENKO STRIP,GRASSY BUTTE,ND,47.295,-103.18833,2686,
NA62,LILLIBRIDGE AIRSTRIP,GRASSY BUTTE,ND,47.303333,-103.29333,2650,
NA63,STORSETH AIRSTRIP,GRENORA,ND,48.666667,-103.85667,2200,
